ApplicantID,Assigned_Agent,Branch_Name,Policy_Type,Line_Of_Business,Master_Company,Writing_Company_Name,Policy_Number,Term,Effective_Date,Agency,Billing_Type,Cancellation_Date,Department,Download_Date,Expiration_Date,LOB_Code,LOB_Origination_Date,Policy_Creation_Date,Policy_Last_Modified_Date,Premium_Changed,Premium_Taxes,Service_Team_Override,Status,Transaction_Type,Transaction_Type_Code
85868186,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,wWqvKfGqF7,12 Months,12/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/05/2021,12/30/2021,HOME,12/30/2020,01/05/2021,01/15/2021,"$1,863.00",$0.00,No,Active,New Business,NBS
85914196,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,Jt8kVG7p7g,12 Months,04/13/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/15/2021,04/13/2022,HOME,04/13/2021,04/15/2021,04/15/2021,"$1,484.00",$0.00,No,Active,New Business,NBS
85983953,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,4cMDvcRVes,12 Months,12/10/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/12/2020,12/10/2021,HOME,12/10/2020,12/12/2020,12/14/2020,"$1,968.00",$0.00,No,Active,New Business,NBS
86123818,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,KPz3S5jCsB,12 Months,12/15/2020,Generic Insurance,Unknown,,Personal Lines (P/L),05/05/2021,12/15/2021,HOME,12/15/2020,12/16/2020,05/05/2021,"$2,629.00",$0.00,No,Active,Policy Change,PCH
86134845,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,b3NgvQtUw2,12 Months,12/07/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/08/2020,12/07/2021,HOME,12/07/2020,12/08/2020,12/08/2020,"$1,507.00",$0.00,No,Active,New Business,NBS
86278981,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,Jc6CMgXPra,12 Months,12/03/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/30/2020,12/03/2021,HOME,12/03/2020,12/04/2020,12/30/2020,"$1,682.00",$0.00,No,Active,Policy Change,PCH
86307526,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,ERDEs9uem6,12 Months,12/23/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/24/2020,12/23/2021,HOME,12/23/2020,12/24/2020,05/04/2021,"$1,741.00",$0.00,No,Active,New Business,NBS
86310970,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,zfFVWU8HfX,12 Months,12/15/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/16/2020,12/15/2021,HOME,12/15/2020,12/16/2020,05/04/2021,"$1,453.00",$0.00,No,Active,New Business,NBS
86419635,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,U3DJQFHcn4,12 Months,01/07/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/08/2021,01/07/2022,HOME,01/07/2021,01/08/2021,01/08/2021,$969.00,$0.00,No,Active,New Business,NBS
86558017,"Jarosz, Nicole",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,R9VdfKcFb8,12 Months,12/16/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/17/2020,12/16/2021,HOME,12/16/2020,12/17/2020,12/17/2020,"$1,734.00",$0.00,No,Active,New Business,NBS
86559965,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,fGZhRnGZNq,12 Months,12/29/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/29/2020,12/29/2021,HOME,12/29/2020,12/29/2020,12/29/2020,"$1,718.00",$0.00,No,Active,New Business,NBS
86698851,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,h6pkduMHSg,12 Months,02/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/05/2021,02/09/2022,HOME,02/09/2021,02/10/2021,03/05/2021,-$8.46,$0.00,No,Active,Policy Change,PCH
86704516,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,39yxRGzjQ5,12 Months,12/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/31/2020,12/31/2021,HOME,12/31/2020,12/31/2020,05/04/2021,$972.00,$0.00,No,Active,New Business,NBS
86725361,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,YEXmBJZCCA,12 Months,01/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/20/2021,01/20/2022,HOME,01/20/2021,01/20/2021,01/20/2021,"$1,763.00",$0.00,No,Active,New Business,NBS
87138403,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,pnkVnz8qrC,12 Months,12/22/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/22/2020,12/22/2021,HOME,12/22/2020,12/22/2020,12/22/2020,"$1,180.00",$0.00,No,Active,New Business,NBS
87141872,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,kSdf5FSk6S,12 Months,12/21/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/22/2020,12/21/2021,HOME,12/21/2020,12/22/2020,12/22/2020,$981.00,$0.00,No,Active,New Business,NBS
87202525,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,wQHARrXG44,12 Months,01/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/18/2021,01/20/2022,HOME,01/20/2021,01/21/2021,05/18/2021,"$1,755.00",$0.00,No,Active,Policy Change,PCH
87204081,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,NbeCduxKpG,12 Months,12/23/2020,Generic Insurance,Unknown,,Personal Lines (P/L),05/26/2021,12/23/2021,HOME,12/23/2020,12/24/2020,05/26/2021,-$6.00,$0.00,No,Active,Policy Change,PCH
87208497,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,AaMTUZgzTw,12 Months,01/22/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/26/2021,01/22/2022,HOME,01/22/2021,01/26/2021,01/26/2021,"$2,305.00",$0.00,No,Active,New Business,NBS
87688306,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,q9ezExXwsj,12 Months,02/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/23/2021,02/19/2022,HOME,02/19/2021,02/23/2021,02/23/2021,"$1,291.00",$0.00,No,Active,Policy Change,PCH
87719660,"Jarosz, Nicole",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,YbEEHUehTg,12 Months,02/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/10/2021,02/09/2022,HOME,02/09/2021,02/10/2021,02/10/2021,"$1,367.00",$0.00,No,Active,New Business,NBS
87862228,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,BPazsA5y5y,12 Months,02/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/17/2021,02/15/2022,HOME,02/15/2021,02/17/2021,02/17/2021,"$2,590.00",$0.00,No,Active,New Business,NBS
87951175,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,3ptvdjqvxt,12 Months,01/27/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/28/2021,01/27/2022,HOME,01/27/2021,01/28/2021,02/03/2021,"$1,204.00",$0.00,No,Active,New Business,NBS
88021057,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,ZbcnsYf7Ts,12 Months,03/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/18/2021,03/19/2022,HOME,03/19/2021,02/18/2021,03/19/2021,$728.00,$0.00,No,Active,New Business,NBS
88142338,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,UJE2hmKp7j,12 Months,01/18/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/19/2021,01/18/2022,HOME,01/18/2021,01/19/2021,01/19/2021,"$1,766.00",$0.00,No,Active,New Business,NBS
88245802,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,kqXTwAGzzX,12 Months,02/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/11/2021,02/11/2022,HOME,02/11/2021,02/11/2021,02/11/2021,"$1,316.00",$0.00,No,Active,New Business,NBS
88275418,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,zCscZye7ph,12 Months,02/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/20/2021,02/19/2022,HOME,02/19/2021,02/20/2021,02/20/2021,"$1,128.00",$0.00,No,Active,New Business,NBS
88294778,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,M4mg2cppdG,12 Months,02/22/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/18/2021,02/22/2022,HOME,02/22/2021,02/18/2021,02/22/2021,"$1,302.00",$0.00,No,Active,New Business,NBS
88356124,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,Udz8W7rvnS,12 Months,01/29/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/30/2021,01/29/2022,HOME,01/29/2021,01/30/2021,05/04/2021,"$1,304.00",$0.00,No,Active,New Business,NBS
88397585,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,FQsAXKRHaM,12 Months,02/03/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/05/2021,02/03/2022,HOME,02/03/2021,02/05/2021,02/05/2021,"$1,430.00",$0.00,No,Active,New Business,NBS
88411686,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,w9ABtP32vV,12 Months,01/27/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/02/2021,01/27/2022,HOME,01/27/2021,02/02/2021,02/02/2021,"$1,943.00",$0.00,No,Active,New Business,NBS
88504345,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,eMP7AztnB4,12 Months,05/25/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/26/2021,05/25/2022,HOME,05/25/2021,05/26/2021,05/26/2021,"$1,447.00",$0.00,No,Active,New Business,NBS
88565457,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,bQ3udsjSHN,12 Months,02/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/02/2021,02/15/2022,HOME,02/15/2021,02/16/2021,04/02/2021,"$2,070.00",$0.00,No,Active,Policy Change,PCH
88638842,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,6jyGSGN7bj,12 Months,04/01/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/27/2021,04/01/2022,HOME,04/01/2021,04/03/2021,04/27/2021,$77.19,$0.00,No,Active,Policy Change,PCH
88657700,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,UscN2azbNU,12 Months,02/25/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/18/2021,02/25/2022,HOME,02/25/2021,02/18/2021,02/25/2021,$662.00,$0.00,No,Active,New Business,NBS
88826375,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,BfWJ9XYYVF,12 Months,03/01/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/01/2021,03/01/2022,HOME,03/01/2021,03/01/2021,03/01/2021,"$1,924.00",$0.00,No,Active,New Business,NBS
88885255,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,Gqc6vG782K,12 Months,02/25/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/23/2021,02/25/2022,HOME,02/25/2021,02/20/2021,04/19/2021,"$1,384.00",$0.00,No,Active,Policy Change,PCH
89025624,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,EGcCPypzvq,12 Months,02/12/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/16/2021,02/12/2022,HOME,02/12/2021,02/16/2021,02/17/2021,"$1,879.00",$0.00,No,Active,New Business,NBS
89034563,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,PP7gHjCEEV,12 Months,03/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/03/2021,03/05/2022,HOME,03/01/2021,02/20/2021,05/04/2021,$785.00,$0.00,No,Active,New Business,NBS
89147087,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,fBeM2wYGS3,12 Months,03/12/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/12/2021,03/12/2022,HOME,03/12/2021,02/20/2021,05/04/2021,"$1,223.00",$0.00,No,Active,Policy Change,PCH
89250905,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,bScZKXFH5Q,12 Months,03/03/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/21/2021,03/03/2022,HOME,03/03/2021,02/20/2021,04/21/2021,-$86.13,$0.00,No,Active,Policy Change,PCH
89430987,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,xSnYZY3KVz,12 Months,03/08/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/20/2021,03/08/2022,HOME,03/08/2021,02/20/2021,04/15/2021,"$1,593.00",$0.00,No,Active,New Business,NBS
89494507,"Jarosz, Nicole",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,YuvdaDCg2E,12 Months,03/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/06/2021,03/05/2022,HOME,03/05/2021,03/06/2021,03/06/2021,"$1,508.00",$0.00,No,Active,New Business,NBS
89515060,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,uVFE5CHUZ7,12 Months,02/18/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/19/2021,02/18/2022,HOME,02/18/2021,02/19/2021,02/19/2021,"$1,340.00",$0.00,No,Active,New Business,NBS
89515060,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,jpRG65GXfz,12 Months,02/17/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/18/2021,02/17/2022,HOME,02/17/2021,02/18/2021,02/18/2021,"$1,436.00",$0.00,No,Active,New Business,NBS
89531849,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,t4Bpq6arsT,12 Months,03/30/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/02/2021,03/30/2022,HOME,03/30/2021,04/02/2021,04/02/2021,$793.00,$0.00,No,Active,New Business,NBS
89539518,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,z5A3wZ2US7,12 Months,03/24/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/25/2021,03/24/2022,HOME,03/24/2021,03/25/2021,03/25/2021,"$4,455.00",$0.00,No,Active,New Business,NBS
89539518,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,W87PbRPDMz,12 Months,03/24/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/06/2021,03/24/2022,HOME,03/24/2021,03/25/2021,05/06/2021,$609.00,$0.00,No,Active,Policy Change,PCH
89566342,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,Cp4D3wBpVa,12 Months,02/24/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/25/2021,02/24/2022,HOME,02/24/2021,02/25/2021,02/25/2021,"$2,409.00",$0.00,No,Active,New Business,NBS
89601440,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,NNCykFZYGH,12 Months,02/23/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/16/2021,02/23/2022,HOME,02/23/2021,02/20/2021,04/16/2021,"$1,992.00",$0.00,No,Active,Policy Change,PCH
89601563,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,BhVeWYcjqQ,12 Months,03/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/16/2021,03/15/2022,HOME,03/15/2021,03/16/2021,03/16/2021,$775.00,$0.00,No,Active,New Business,NBS
89611209,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,HpWuADPepT,12 Months,03/12/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/01/2021,03/12/2022,HOME,03/12/2021,03/01/2021,03/12/2021,"$1,464.00",$0.00,No,Active,New Business,NBS
89795335,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,twWt3HKjx5,12 Months,03/12/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/13/2021,03/12/2022,HOME,03/12/2021,02/26/2021,05/04/2021,"$1,393.00",$0.00,No,Active,Policy Change,PCH
89807052,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,dydMWgCjEm,12 Months,03/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/02/2021,03/05/2022,HOME,03/05/2021,03/02/2021,03/05/2021,"$1,993.00",$0.00,No,Active,New Business,NBS
89880714,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,w7G7eCsQVw,12 Months,03/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/17/2021,03/05/2022,HOME,03/05/2021,03/05/2021,03/29/2021,"$1,394.00",$0.00,No,Active,Policy Change,PCH
90052213,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,Zv2Amkhc4Y,12 Months,03/24/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/26/2021,03/24/2022,HOME,03/24/2021,03/25/2021,03/26/2021,-$15.00,$0.00,No,Active,Policy Change,PCH
90250065,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,dh5fpuRPVT,12 Months,03/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/09/2021,03/15/2022,HOME,03/15/2021,03/16/2021,04/09/2021,"$1,715.00",$0.00,No,Active,Policy Change,PCH
90257952,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,FpjAUxWv3w,12 Months,03/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/16/2021,03/15/2022,HOME,03/15/2021,03/16/2021,03/16/2021,"$2,300.00",$0.00,No,Active,New Business,NBS
90314956,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,kcRCMeSRyr,12 Months,03/16/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/12/2021,03/16/2022,HOME,03/16/2021,03/12/2021,03/16/2021,"$1,959.00",$0.00,No,Active,New Business,NBS
90496081,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,VrStgVkNxY,12 Months,04/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/09/2021,04/09/2022,HOME,04/09/2021,04/09/2021,04/09/2021,"$1,368.00",$0.00,No,Active,New Business,NBS
90510825,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,MNSnqeJwYv,12 Months,04/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/26/2021,04/15/2022,HOME,04/15/2021,04/16/2021,05/26/2021,"$1,604.00",$0.00,No,Active,Policy Change,PCH
90551469,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,ZfQaBzMz7y,12 Months,05/07/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/01/2021,05/07/2022,HOME,05/07/2021,05/01/2021,05/07/2021,"$1,990.00",$0.00,No,Active,New Business,NBS
90613128,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,EuA8fEAsnD,12 Months,04/17/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/05/2021,04/17/2022,HOME,04/17/2020,03/19/2021,05/05/2021,"$2,004.00",$0.00,No,Active,Policy Change,PCH
90648146,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,tf77djTX8W,12 Months,04/16/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/20/2021,04/16/2022,HOME,04/16/2021,04/20/2021,04/20/2021,"$1,881.00",$0.00,No,Active,New Business,NBS
90680720,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,VmBwDhh5sZ,12 Months,04/10/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/13/2021,04/10/2022,HOME,04/10/2021,04/13/2021,04/13/2021,"$1,843.00",$0.00,No,Active,New Business,NBS
90739065,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,s5Jrcp63rK,12 Months,03/26/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/27/2021,03/26/2022,HOME,03/26/2021,03/27/2021,03/27/2021,"$1,405.00",$0.00,No,Active,New Business,NBS
90971372,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,h7rR7WAbw8,12 Months,03/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/23/2021,03/20/2022,HOME,03/20/2021,03/23/2021,03/23/2021,"$1,667.00",$0.00,No,Active,New Business,NBS
91018179,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,MTTMDeUA8T,12 Months,03/22/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/25/2021,03/22/2022,HOME,03/22/2021,03/23/2021,03/25/2021,$809.00,$0.00,No,Active,Policy Change,PCH
91106578,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,QdadNSFYmr,12 Months,04/23/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/24/2021,04/23/2022,HOME,04/23/2021,04/24/2021,04/24/2021,"$1,517.00",$0.00,No,Active,New Business,NBS
91163691,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,2vkteeufhh,12 Months,03/31/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/31/2021,03/31/2022,HOME,03/31/2021,03/31/2021,03/31/2021,"$1,441.00",$0.00,No,Active,New Business,NBS
91164960,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,rFb5EFTEkj,12 Months,05/10/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/01/2021,05/10/2022,HOME,05/10/2021,04/30/2021,05/10/2021,$30.00,$0.00,No,Active,Policy Change,PCH
91213686,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,S83V9BMttZ,12 Months,03/26/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/26/2021,03/26/2022,HOME,03/26/2021,03/26/2021,04/15/2021,"$1,043.00",$0.00,No,Active,New Business,NBS
91213931,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,h3eDFMRpVZ,12 Months,04/16/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/17/2021,04/16/2022,HOME,04/16/2021,04/17/2021,04/17/2021,$922.00,$0.00,No,Active,New Business,NBS
91214153,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,kTpu4fPm68,12 Months,04/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/30/2021,04/09/2022,HOME,04/09/2021,03/30/2021,04/09/2021,"$1,721.00",$0.00,No,Active,New Business,NBS
91368657,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,BK9hNDJCrV,12 Months,04/13/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/14/2021,04/13/2022,HOME,04/13/2021,04/14/2021,04/14/2021,"$1,513.00",$0.00,No,Active,New Business,NBS
91378526,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,PeTUNMVPdm,12 Months,04/23/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/24/2021,04/23/2022,HOME,04/23/2021,04/24/2021,04/24/2021,"$1,632.00",$0.00,No,Active,New Business,NBS
91441188,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,TGP6QwmK3R,12 Months,04/16/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/26/2021,04/16/2022,HOME,04/16/2021,04/17/2021,05/26/2021,-$5.34,$0.00,No,Active,Policy Change,PCH
91484586,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Safeco Insurance,AMERICAN ECONOMY INS CO,A4SSdBXG5f,12 Months,04/26/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/20/2021,04/26/2022,HOME,04/26/2021,04/27/2021,05/20/2021,"$1,359.00",$0.00,No,Active,Policy Change,PCH
