ApplicantID,Assigned_Agent,Branch_Name,Policy_Type,Line_Of_Business,Master_Company,Policy_Number,Term,Effective_Date,Agency,Billing_Type,Cancellation_Date,Department,Download_Date,Expiration_Date,LOB_Code,LOB_Origination_Date,Policy_Creation_Date,Policy_Last_Modified_Date,Premium_Changed,Premium_Taxes,Service_Team_Override,Status,Transaction_Type,Transaction_Type_Code,Writing_Company_Name
78424039,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Dairyland Insurance (Viking),DnPYgsTJ6h,12 Months,05/17/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/18/2021,05/17/2022,AUTOP,05/17/2021,05/18/2021,05/18/2021,"$6,943.81",$0.00,No,Active,New Business,NBS,SENTRY INS A MUT CO
78524346,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,vXsbu93Hhw,12 Months,06/02/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/09/2021,06/02/2021,HOME,06/02/2020,05/30/2020,02/09/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
78524346,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,gwHQHTkSAY,12 Months,05/29/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/13/2021,05/29/2021,AUTOP,05/29/2020,05/30/2020,04/13/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
78533461,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,ex9YVU6zW9,12 Months,05/22/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/08/2021,05/22/2022,HOME,05/22/2020,05/23/2020,05/22/2021,"$1,485.00",$0.00,No,Active,Renewal,RWL,AMERICAN ECONOMY INS CO
78541717,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,yKDKxmGQtb,12 Months,06/12/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/16/2020,06/12/2021,HOME,06/12/2020,06/16/2020,06/16/2020,"$2,740.20",$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
78541717,"Smith, Amanda",Generic Insurance Branch North,Personal,Dwelling fire,Travelers,7VY5gkAq7P,12 Months,05/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/17/2021,05/05/2022,DFIRE,05/05/2020,05/06/2020,05/05/2021,$473.00,$0.00,No,Active,Renewal,RWL,TRAVELERS PERSONAL INS CO
78553890,"McManus, Malerie",Generic Insurance Branch North,Personal,Dwelling fire,Safeco Insurance,E9F9s4Cs3y,12 Months,05/29/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/02/2020,05/29/2021,DFIRE,05/29/2020,06/02/2020,06/22/2020,"$1,153.00",$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
78605924,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,jWgBMS8yh7,12 Months,05/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/21/2021,05/15/2022,HOME,05/15/2021,05/21/2021,05/21/2021,"$1,363.00",$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
78610009,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,6VwfrDAutA,12 Months,06/10/2020,Generic Insurance,Unknown,,Personal Lines (P/L),03/05/2021,06/10/2021,HOME,06/10/2020,06/11/2020,04/15/2021,$27.72,$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
78610009,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,gqM2qJyTHB,12 Months,05/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/07/2021,05/09/2022,AUTOP,05/09/2020,05/09/2020,05/09/2021,"$3,463.20",$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
78610009,"McManus, Malerie",Generic Insurance Branch North,Personal,Umbrella - Personal,Safeco Insurance,PtPKSYqVcX,12 Months,05/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/26/2021,05/09/2022,PUMBR,05/09/2020,05/09/2020,05/09/2021,$542.00,$0.00,No,Active,Renewal,RWL,SAFECO INS CO OF AMER
78610009,"McManus, Malerie",Generic Insurance Branch North,Personal,Umbrella - Personal,Travelers,jUcXPCv5gF,12 Months,05/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/11/2021,05/09/2022,PUMBR,05/09/2021,05/11/2021,05/11/2021,$313.00,$0.00,No,Active,New Business,NBS,AUTOMOBILE INS CO OF HARTFORD CT
78610009,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,GS3DmNH2wX,12 Months,05/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/11/2021,05/09/2022,AUTOP,05/09/2021,05/11/2021,05/11/2021,"$2,075.00",$0.00,No,Active,New Business,NBS,STANDARD FIRE INS CO
78641709,"Smith, Amanda",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,ugxQD5R2rj,12 Months,05/17/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/07/2021,05/17/2022,PUMBR,05/17/2020,05/21/2020,05/17/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE MUT INS CO
78641709,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,YFpsK3mYtR,12 Months,05/17/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/03/2021,05/17/2022,AUTOP,05/17/2020,05/21/2020,05/17/2021,"$2,004.12",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78641709,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,pkR7XVjT8E,12 Months,05/17/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/06/2021,05/17/2022,HOME,05/17/2020,05/22/2020,05/17/2021,"$2,985.17",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78653709,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,mRkPBAD8ra,12 Months,05/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/02/2020,05/31/2021,HOME,05/31/2020,06/02/2020,06/03/2020,$488.66,$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
78653709,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,8C2Dp2Q8KF,12 Months,05/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),07/28/2020,05/31/2021,AUTOP,05/31/2020,06/02/2020,07/28/2020,$119.69,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
78653709,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,svqzqVysnc,12 Months,05/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),07/07/2020,05/31/2021,HOME,05/31/2020,06/02/2020,07/07/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
78653709,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,jNbNFqFKsa,12 Months,05/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/02/2020,05/31/2021,PUMBR,05/31/2020,06/02/2020,06/03/2020,$321.48,$0.00,No,Active,New Business,NBS,NATIONWIDE MUT INS CO
78693637,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,xzCFzDyQbr,12 Months,05/29/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/11/2020,05/29/2021,HOME,05/29/2020,06/02/2020,06/11/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
78693637,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,CEBWfVR3BV,12 Months,05/29/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/14/2020,05/29/2021,AUTOP,05/29/2020,06/02/2020,10/14/2020,$76.80,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
78710096,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Dwelling fire,Safeco Insurance,5Q8TXsdusm,12 Months,12/15/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/22/2020,12/15/2021,DFIRE,12/15/2020,12/22/2020,12/22/2020,"$1,281.00",$0.00,No,Active,New Business,NBS,SAFECO INS CO OF AMER
78710096,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Umbrella - Personal,Safeco Insurance,2An7Bdk9Uv,12 Months,12/21/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/10/2021,12/21/2021,PUMBR,12/21/2020,12/22/2020,02/10/2021,$328.00,$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
78710096,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,4tuTeWBK5w,12 Months,06/24/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/10/2021,06/24/2021,AUTOP,06/24/2020,05/30/2020,02/10/2021,"$1,717.40",$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
78711317,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,8KgPzwW4Xf,12 Months,05/24/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/10/2021,05/24/2022,AUTOP,05/24/2020,05/28/2020,05/24/2021,"$3,024.38",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78711317,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,TTDenkeuMr,12 Months,05/25/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/13/2021,05/25/2022,PUMBR,05/25/2020,05/30/2020,05/25/2021,$168.79,$0.00,No,Active,Renewal,RWL,NATIONWIDE MUT INS CO
78711317,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,fZsHCFr3TZ,12 Months,05/24/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/10/2021,05/24/2022,HOME,05/24/2020,05/27/2020,05/24/2021,"$3,561.00",$0.00,No,Active,Renewal,RWL,AMERICAN ECONOMY INS CO
78742159,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,QZVFNDuUte,12 Months,06/10/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/12/2020,06/10/2021,HOME,06/10/2020,06/12/2020,06/22/2020,"$1,298.26",$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
78742159,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,zRArRYBNdw,6 Months,12/10/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/27/2020,06/10/2021,AUTOP,06/10/2020,06/12/2020,12/10/2020,"$1,006.60",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78747287,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,jSQzUJMt3t,12 Months,06/04/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/05/2020,06/04/2021,HOME,06/04/2020,06/05/2020,06/05/2020,"$1,206.00",$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
78783858,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,av5Cb6NHZr,12 Months,05/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/01/2021,05/15/2022,AUTOP,05/15/2020,05/14/2020,05/15/2021,$961.04,$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78783858,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,56d5XS6trZ,12 Months,05/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/30/2021,05/11/2022,HOME,05/11/2020,05/13/2020,05/11/2021,"$1,771.37",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78873733,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,ZMcreW6ZsN,12 Months,07/27/2020,Generic Insurance,Unknown,,Personal Lines (P/L),07/29/2020,07/27/2021,AUTOP,07/27/2020,07/29/2020,07/29/2020,"$2,111.00",$0.00,No,Active,New Business,NBS,STANDARD FIRE INS CO
78873733,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Travelers,rMYEECvGxN,12 Months,07/27/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/16/2021,07/27/2021,HOME,07/27/2020,07/28/2020,04/16/2021,$0.00,$0.00,No,Active,Policy Change,PCH,TRAVELERS PERSONAL INS CO
78879144,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,h9r3j9rnMJ,12 Months,08/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/06/2020,08/05/2021,HOME,08/05/2020,08/06/2020,08/06/2020,$961.00,$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
78907205,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,Fe3GsszJ7B,12 Months,06/18/2020,Generic Insurance,Unknown,,Personal Lines (P/L),03/05/2021,06/18/2021,HOME,06/18/2020,06/20/2020,05/12/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
78937070,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,nKgJ6CAgWy,12 Months,05/22/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/08/2021,05/22/2022,AUTOP,05/22/2020,05/27/2020,05/22/2021,"$1,787.84",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78948646,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,gxpkZ64fGW,12 Months,05/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/06/2021,05/20/2022,HOME,05/20/2020,05/22/2020,05/20/2021,"$1,685.76",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78948646,"Allen, Johnson",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,rJF7ujkFW6,12 Months,05/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/06/2021,05/20/2022,AUTOP,05/20/2020,05/21/2020,05/20/2021,"$3,184.46",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78948646,"Allen, Johnson",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,E47GBFkvsM,12 Months,05/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/07/2021,05/20/2022,PUMBR,05/20/2020,05/21/2020,05/20/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE MUT INS CO
78949282,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Homeowners,Travelers,TscRHKbMvf,12 Months,08/14/2020,Generic Insurance,Unknown,,Personal Lines (P/L),05/08/2021,08/14/2021,HOME,08/14/2020,08/14/2020,05/08/2021,$0.00,$0.00,No,Active,Policy Change,PCH,TRAVELERS PERSONAL INS CO
78949282,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,bPYAnkjJ9a,12 Months,10/21/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/22/2020,10/21/2021,HOME,10/21/2020,10/22/2020,10/22/2020,$494.32,$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
78949282,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Homeowners,Travelers,nnpxyDFqMX,12 Months,05/07/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/08/2021,05/07/2022,HOME,05/07/2021,05/08/2021,05/08/2021,$700.00,$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
78949282,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,zvX8KcgUTB,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/15/2021,08/31/2021,AUTOP,08/31/2020,09/01/2020,01/15/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
78949282,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,AvUr6Rqgfz,12 Months,10/21/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/23/2020,10/21/2021,PUMBR,10/21/2020,10/23/2020,10/23/2020,$154.80,$0.00,No,Active,New Business,NBS,NATIONWIDE MUT INS CO
78955266,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,zA8wwrzwx7,12 Months,05/14/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/15/2021,05/14/2022,AUTOP,05/14/2020,05/15/2020,05/14/2021,"$1,767.00",$0.00,No,Active,Renewal,RWL,STANDARD FIRE INS CO
78963526,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,UMuf4XxpdU,12 Months,05/21/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/07/2021,05/21/2022,AUTOP,05/21/2020,05/28/2020,05/21/2021,"$2,342.20",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78963526,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,bxpHWZDQSe,12 Months,05/21/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/07/2021,05/21/2022,HOME,05/21/2020,05/28/2020,05/21/2021,"$2,037.56",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
78963526,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,bbx6UWZtVj,12 Months,05/22/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/08/2021,05/22/2022,PUMBR,05/22/2020,05/28/2020,05/22/2021,$180.95,$0.00,No,Active,Renewal,RWL,NATIONWIDE MUT INS CO
78982448,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,9hZMZBxy45,12 Months,05/21/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/22/2021,05/21/2022,AUTOP,05/21/2020,05/16/2020,05/21/2021,"$4,652.00",$0.00,No,Active,Renewal,RWL,STANDARD FIRE INS CO
79007084,"McManus, Malerie",Generic Insurance Branch North,Personal,Dwelling fire,Travelers,sHeejhKfhx,12 Months,10/02/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/07/2020,10/02/2021,DFIRE,10/02/2020,10/03/2020,10/21/2020,$0.00,$0.00,No,Active,Policy Change,PCH,TRAVELERS PERSONAL INS CO
79007362,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,5mqcKDH9sn,12 Months,02/18/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/19/2021,02/18/2022,AUTOP,02/18/2021,02/19/2021,02/19/2021,"$2,754.40",$0.00,No,Active,New Business,NBS,SAFECO INS CO OF AMER
79007362,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,57hZKEFhgq,12 Months,02/18/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/19/2021,02/18/2022,HOME,02/18/2021,02/19/2021,02/19/2021,$968.00,$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
79049770,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,sJTbKNpMkj,12 Months,05/29/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/22/2020,05/29/2021,HOME,05/29/2020,05/30/2020,09/22/2020,"$1,092.00",$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
79049770,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,vZB75AApFe,12 Months,05/29/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/10/2020,05/29/2021,AUTOP,05/29/2020,05/30/2020,09/10/2020,"$1,370.10",$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
79062790,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,xjMM57ZEw6,12 Months,06/25/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/19/2020,06/25/2021,AUTOP,06/25/2020,06/06/2020,08/19/2020,"$2,014.60",$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
79062790,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,3EE2JSb5hZ,12 Months,06/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),07/28/2020,06/05/2021,HOME,06/05/2020,06/06/2020,07/28/2020,"$1,477.00",$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
79143895,"McManus, Malerie",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,DdutPwV57k,12 Months,06/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/14/2021,06/05/2021,PUMBR,06/05/2020,06/06/2020,04/14/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE MUT INS CO
79143895,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,2kTv9mgFh7,12 Months,06/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/13/2021,06/05/2021,HOME,06/05/2020,06/06/2020,04/13/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
79143895,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,N5vAUEkBUQ,12 Months,06/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/07/2020,06/05/2021,AUTOP,06/05/2020,06/06/2020,10/07/2020,$619.96,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
79144421,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,x52aqwPh5Z,12 Months,06/12/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/01/2020,06/12/2021,HOME,06/12/2020,06/16/2020,12/01/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
79148887,"Allen, Johnson",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,VCSK6ukavS,12 Months,06/02/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/15/2020,06/02/2021,AUTOP,06/02/2020,06/03/2020,09/15/2020,$54.37,$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
79148887,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,eH87qGzv98,12 Months,06/02/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/17/2020,06/02/2021,HOME,06/02/2020,05/29/2020,06/17/2020,"$1,671.00",$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
79173098,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,XcpCPj7xJu,12 Months,06/08/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/06/2020,06/08/2021,HOME,06/08/2020,06/10/2020,10/06/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
79173098,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,t36ge6Q3Ch,12 Months,06/01/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/16/2020,06/01/2021,AUTOP,06/01/2020,06/03/2020,10/16/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
79176542,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Travelers,PMzFRC6naf,12 Months,06/10/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/13/2020,06/10/2021,HOME,06/10/2020,06/13/2020,06/13/2020,"$1,971.00",$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
79183275,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,AhCHCeBAjC,12 Months,06/15/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/29/2021,06/15/2021,HOME,06/15/2020,06/17/2020,02/01/2021,$602.00,$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
79183275,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,ZVnDTdmnvW,12 Months,05/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/10/2020,05/28/2021,AUTOP,05/28/2020,05/30/2020,09/10/2020,"$2,270.40",$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
79221730,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,bCvZmPT4uq,12 Months,06/15/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/24/2020,06/15/2021,AUTOP,06/15/2020,06/24/2020,06/24/2020,"$2,031.90",$0.00,No,Active,New Business,NBS,SAFECO INS CO OF AMER
79221730,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,s5Fh46TeCa,12 Months,06/15/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/13/2020,06/15/2021,HOME,06/15/2020,06/16/2020,08/13/2020,"$2,262.00",$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
79226731,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,Ds4awSS3ey,12 Months,06/12/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/03/2021,06/12/2021,HOME,06/12/2020,06/13/2020,02/03/2021,"$1,688.00",$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
79254555,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,T8eK5RG2uX,12 Months,06/25/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/27/2021,06/25/2021,HOME,06/25/2020,06/26/2020,05/13/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
79254555,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,y8yhU7hPF6,6 Months,12/25/2020,Generic Insurance,Unknown,,Personal Lines (P/L),11/12/2020,06/25/2021,AUTOP,06/25/2020,06/26/2020,05/13/2021,"$1,120.95",$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
79265974,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Travelers,K4hWA7NV6a,12 Months,06/19/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/22/2020,06/19/2021,HOME,06/19/2020,06/20/2020,11/16/2020,$0.00,$0.00,No,Active,Policy Change,PCH,TRAVELERS PERSONAL INS CO
79265974,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,pXWV7ba3Hf,12 Months,06/19/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/26/2021,06/19/2021,AUTOP,06/19/2020,06/20/2020,02/26/2021,$8.00,$0.00,No,Active,Policy Change,PCH,STANDARD FIRE INS CO
79410426,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,X3pNhvPBwD,12 Months,06/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),06/09/2020,06/05/2021,HOME,06/05/2020,06/09/2020,06/09/2020,"$1,476.00",$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
